Date,Name,CURRENT RATIO,PRICE EARNINGS RATIO,RETURN ON INVESTED CAPITAL,TOTAL DEBT TO TOTAL ASSET,TOTAL DEBT TO TOTAL EQUITY,RETURN ON ASSET RATIO
2013/03/29,ICE ,0.9975,28.1558,7.4307,12.89,82.1758,1.5621
2013/04/30,ICE ,1.0193,28.8957,7.2821,10.9844,69.5119,2.1793
2013/06/28,ICE ,1.0061,26.4645,6.8585,9.6235,66.8804,2.1934
2013/07/31,ICE ,1.0058,29.9318,6.2295,7.3601,62.6077,2.5386
2013/09/30,ICE ,1.0053,28.8052,7.1269,6.9385,63.7185,2.4182
2013/10/31,ICE ,1.041,20.3852,7.1921,8.5406,80.3989,1.9302
2013/12/31,ICE ,1.0444,28.4335,7.4787,8.7022,82.0116,1.4079
2014/01/31,ICE ,1.0444,33.5734,7.4787,8.7022,82.0116,1.4079
2014/03/31,ICE ,1.0521,33.5734,6.7961,9.4891,81.0202,0.7457
2014/04/30,ICE ,1.0521,34.1298,6.7961,9.4891,81.0202,0.7457
2000/04/30,IDXX ,3.0532,24.5968,9.8902,0.8977,1.168,8.8711
2000/06/30,IDXX ,3.0532,27.2959,9.8902,0.8977,1.168,8.8711
2000/07/31,IDXX ,2.6623,27.2959,10.9229,2.4057,3.2,9.6747
2000/09/29,IDXX ,2.6623,21.5686,10.9229,2.4057,3.2,9.6747
2000/10/31,IDXX ,2.9147,21.5686,12.0023,2.523,3.2367,10.5271
2000/12/29,IDXX ,2.9147,21.5074,12.0023,2.523,3.2367,10.5271
2001/01/31,IDXX ,3.1564,21.5074,11.994,2.6266,3.295,10.5808
2001/03/30,IDXX ,3.1564,29.7619,11.994,2.6266,3.295,10.5808
2001/04/30,IDXX ,3.3516,29.7619,11.9313,2.4795,3.078,10.1976
2001/06/29,IDXX ,3.3516,21.4404,11.9313,2.4795,3.078,10.1976
2001/07/31,IDXX ,3.1875,21.4404,12.5071,2.3443,2.945,10.4826
2001/09/28,IDXX ,3.3004,26.156,12.5743,2.246,2.7773,10.6136
2001/10/31,IDXX ,3.3004,24.8519,12.5743,2.246,2.7773,10.6136
2001/12/31,IDXX ,3.1214,24.8519,12.1853,2.1241,2.6723,10.3617
2002/01/31,IDXX ,3.1214,22.2328,12.1853,2.1241,2.6723,10.3617
2002/03/29,IDXX ,3.3272,22.2328,13.0525,0.253,0.3112,11.1936
2002/04/30,IDXX ,2.9657,25.3672,13.1851,0.2347,0.3015,10.9759
2002/06/28,IDXX ,4.0984,25.2692,13.1851,0.2347,0.3015,11.4831
2002/07/31,IDXX ,4.0829,24.4545,14.2483,0.2252,0.2785,12.0791
2002/09/30,IDXX ,3.767,21.9216,10.5433,0.1035,0.1297,12.833
2002/10/31,IDXX ,4.0629,26.3913,10.8366,0.0983,0.1213,12.6608
2002/12/31,IDXX ,4.0629,29.3851,10.8366,0.0983,0.1213,12.6608
2003/01/31,IDXX ,4.196,29.3851,10.8366,0.2378,0.2909,12.6608
2003/03/31,IDXX ,4.169,29.3851,10.8366,0.2322,0.2861,12.6608
2003/04/30,IDXX ,3.8352,29.3851,10.8366,0.2291,0.2869,12.6608
2003/06/30,IDXX ,3.8352,29.3851,10.8366,0.2291,0.2869,12.6608
2003/07/31,IDXX ,3.3667,29.3851,10.8366,0.1078,0.1356,12.6608
2003/09/30,IDXX ,3.2957,29.3851,10.8366,0.1061,0.1353,12.6608
2003/10/31,IDXX ,3.073,29.3851,10.8366,0.11,0.1422,12.6608
2003/12/31,IDXX ,3.073,29.3851,10.8366,0.11,0.1422,12.6608
2004/01/31,IDXX ,3.073,29.3851,10.8366,0.11,0.1422,12.6608
2004/03/31,IDXX ,2.8562,29.3851,10.8366,0,0,12.6608
2004/04/30,IDXX ,2.204,29.3851,10.8366,1.4859,2.0866,12.6608
2004/06/30,IDXX ,2.204,29.3851,10.8366,1.4859,2.0866,12.6608
2004/07/31,IDXX ,2.5005,29.3851,10.8366,1.3886,1.8809,12.6608
2004/09/30,IDXX ,2.5005,29.262,10.8366,1.3886,1.8809,12.6608
2004/10/31,IDXX ,2.4231,29.262,10.8366,1.2733,1.7384,12.6608
2004/12/31,IDXX ,2.4231,31.1851,10.8366,1.2733,1.7384,12.6608
2005/01/31,IDXX ,1.575,31.1851,21.504,12.7109,19.9413,17.1934
2005/03/31,IDXX ,1.575,32.2969,21.504,12.7109,19.9413,17.1934
2005/04/30,IDXX ,1.3226,32.2969,20.4431,14.0117,23.544,16.0893
2005/06/30,IDXX ,1.3226,36.7752,20.4431,14.0117,23.544,16.0893
2005/07/31,IDXX ,1.4044,36.7752,19.7079,12.4439,19.9698,15.5366
2005/09/30,IDXX ,1.3683,37.1076,19.0661,11.2055,17.9509,14.9023
2005/10/31,IDXX ,1.2164,29.5856,18.4441,19.844,33.72,14.5354
2005/12/30,IDXX ,1.1338,26.4173,21.2804,21.4495,38.2917,16.7588
2006/01/31,IDXX ,1.1483,29.4624,20.5165,21.8126,38.8389,16.2626
2006/03/31,IDXX ,1.2052,18.9895,20.1281,20.4431,35.71,15.831
2006/04/30,IDXX ,1.2589,18.0104,18.8478,22.2179,38.3982,15.2172
2006/06/30,IDXX ,1.8035,25.1087,17.6083,20.0724,34.0605,13.943
2006/07/31,IDXX ,1.9426,25.7732,18.1445,18.1481,29.5991,14.4114
2006/09/29,IDXX ,1.4683,26.5871,19.1426,15.3222,24.0748,15.5309
2006/10/31,IDXX ,1.3776,27.0188,20.0409,19.6878,32.6438,16.2003
2006/12/29,IDXX ,1.5138,27.6818,20.4319,16.6187,26.428,16.2605
2007/01/31,IDXX ,1.5868,27.1894,20.5116,15.1225,23.8545,16.2014
2007/03/30,IDXX ,1.6155,29.084,20.3586,14.856,23.2082,16.5664
2007/04/30,IDXX ,1.7076,31.5184,20.9882,14.3666,21.8896,16.7116
2007/06/29,IDXX ,1.6555,29.1579,22.1071,14.3496,22.405,17.5232
2007/07/31,IDXX ,1.5184,25.2637,22.3341,16.2648,26.9022,17.4881
2007/09/28,IDXX ,1.5184,27.6835,22.3341,16.2648,26.9022,17.4881
2007/10/31,IDXX ,1.1999,27.6835,20.7298,23.9052,45.6674,16.7831
2007/12/31,IDXX ,1.1999,30.3646,20.7298,23.9052,45.6674,16.7831
2008/01/31,IDXX ,1.246,30.3646,21.2007,24.2383,45.37,16.8394
2008/03/31,IDXX ,1.246,32.4764,21.2007,24.2383,45.37,16.8394
2008/04/30,IDXX ,1.3248,32.4764,21.0075,23.139,41.8628,16.7082
2008/06/30,IDXX ,1.3248,32.4673,21.0075,23.139,41.8628,16.7082
2008/07/31,IDXX ,1.3726,32.4673,21.3482,21.4694,38.0118,16.7679
2008/09/30,IDXX ,1.4017,29.2744,20.8449,19.4364,33.7129,16.7041
2008/10/31,IDXX ,1.4017,27.9124,20.8449,19.4364,33.7129,16.7041
2008/12/31,IDXX ,1.3522,27.9124,20.914,23.1551,41.5437,16.6277
2009/01/31,IDXX ,1.3522,26.4838,20.914,23.1551,41.5437,16.6277
2009/03/31,IDXX ,1.1146,26.4838,20.7729,31.7439,67.2356,16.5872
2009/04/30,IDXX ,1.0544,28.553,20.8683,33.3693,74.5647,16.4203
2009/06/30,IDXX ,1.3645,30.1331,20.116,34.8142,82.6674,16.0918
2009/07/31,IDXX ,1.321,34.1011,20.3024,36.9271,90.9982,15.8271
2009/09/30,IDXX ,1.1688,36.3951,20.3777,41.6149,117.899,15.7522
2009/10/31,IDXX ,1.1148,30.6052,21.4891,56.174,315.9441,16.0268
2009/12/31,IDXX ,0.9251,40.073,18.419,64.9467,764.5273,13.914
2010/01/31,IDXX ,1.0068,40.7599,18.4899,73.3396,3079.6091,13.5085
2010/03/31,IDXX ,1.0743,32.9769,18.4206,74.2485,12828.0318,13.1574
2010/04/30,IDXX ,1.0105,37.7863,18.1634,77.3117,12828.0318,12.5506
2010/06/30,IDXX ,0.959,34.5592,18.7518,79.3282,12828.0318,13.4358
2010/07/31,IDXX ,0.9207,36.6346,19.3162,75.8395,12828.0318,13.1633
2010/09/30,IDXX ,0.998,40.6257,20.0685,71.0036,12828.0318,13.6043
2010/10/31,IDXX ,1.0893,47.651,21.2855,65.8125,1795.7862,14.3758
2010/12/31,IDXX ,1.0893,47.5597,21.2855,65.8125,1795.7862,14.3758
2011/01/31,IDXX ,0.9048,47.5597,20.8536,78.6638,1795.7862,14.7749
2011/03/31,IDXX ,0.9386,56.8864,23.7743,74.4526,1795.7862,16.0646
2011/04/30,IDXX ,0.9173,55.2808,25.3089,73.5111,1795.7862,16.8374
2011/06/30,IDXX ,0.9173,50.3204,25.3089,73.5111,1795.7862,16.8374
2011/07/31,IDXX ,0.946,50.3204,26.5651,71.0309,1795.7862,17.4941
2011/09/30,IDXX ,0.946,53.1986,26.5651,71.0309,1795.7862,17.4941
2011/10/31,IDXX ,0.9676,53.1986,23.6019,73.6,1795.7862,16.2228
2011/12/30,IDXX ,0.9676,60.1941,23.6019,73.6,1795.7862,16.2228
2012/01/31,IDXX ,0.9628,60.1941,29.747,61.7236,1795.7862,18.6466
2012/03/30,IDXX ,0.9628,62.9966,29.747,61.7236,1795.7862,18.6466
2012/04/30,IDXX ,0.9555,62.9966,31.0975,61.5867,1795.7862,19.4381
2012/06/29,IDXX ,0.9555,66.7,31.0975,61.5867,1795.7862,19.4381
2012/07/31,IDXX ,0.9271,66.7,32.6571,59.1801,1795.7862,20.5142
2012/09/28,IDXX ,0.8491,43.3262,35.1702,65.0656,1795.7862,23.1964
2012/10/31,IDXX ,0.8491,50.2079,35.1702,65.0656,1795.7862,23.1964
2012/12/31,IDXX ,1.0116,50.2079,38.7936,67.1767,2177.0175,24.7749
2013/01/31,IDXX ,1.0116,59.1665,38.7936,67.1767,2177.0175,24.7749
2013/03/29,IDXX ,1.1509,59.1665,39.2532,60.1086,604.1504,25.1024
2013/04/30,IDXX ,1.1225,56.417,41.8315,51.9624,448.9458,25.659
2013/06/28,IDXX ,0.937,53.5102,40.2303,52.9888,546.0458,25.3853
2013/07/31,IDXX ,0.8524,48.448,35.595,61.8678,1079.9852,24.4934
2013/09/30,IDXX ,1.4422,62.4121,36.8616,51.3059,367.9448,24.9718
2013/10/31,IDXX ,1.6488,68.4861,41.1512,42.6783,198.0885,26.1909
2013/12/31,IDXX ,1.8236,74.4963,44.1631,38.9672,141.2981,28.1934
2014/01/31,IDXX ,1.7688,62.9743,46.8428,38.4763,127.3026,32.0012
2014/03/31,IDXX ,1.5361,74.965,49.303,37.601,121.2195,33.2893
2014/04/30,IDXX ,1.4799,70.9559,51.8208,35.367,111.689,34.1456
2014/06/30,IDXX ,1.2515,76.1701,47.9312,38.1707,134.8274,31.4828
2014/07/31,IDXX ,1.1219,63.8746,42.6298,45.6944,185.17,29.8594
2014/09/30,IDXX ,0.8939,45.2555,38.7196,53.8252,307.0675,26.4557
2014/10/31,IDXX ,0.8898,41.3977,39.3873,53.7808,298.2882,26.6486
2014/12/31,IDXX ,0.8898,50.8045,39.3873,53.7808,298.2882,26.6486
2015/01/31,IDXX ,0.8913,50.8045,38.927,50.0683,225.9199,26.1996
2015/03/31,IDXX ,0.8913,62.2765,38.927,50.0683,225.9199,26.1996
2000/04/30,IEX ,2.4293,15.548,11.5535,35.8275,79.786,7.9969
2000/06/30,IEX ,2.4293,13.3672,11.5535,35.8275,79.786,7.9969
2000/07/31,IEX ,1.2759,13.3672,12.0184,33.6374,70.2858,8.4073
2000/09/29,IEX ,1.2759,16.0024,12.0184,33.6374,70.2858,8.4073
2000/10/31,IEX ,1.3053,16.0024,12.0552,31.8752,64.5887,8.4739
2000/12/29,IEX ,1.3053,15.2526,12.0552,31.8752,64.5887,8.4739
2001/01/31,IEX ,0.8958,15.2526,10.4916,38.3162,87.1005,6.8287
2001/03/30,IEX ,0.8958,19.4286,10.4916,38.3162,87.1005,6.8287
2001/04/30,IEX ,2.546,19.4286,9.5757,37.9579,85.497,6.0845
2001/06/29,IEX ,2.546,18.8095,9.5757,37.9579,85.497,6.0845
2001/07/31,IEX ,2.3794,18.8095,8.5229,35.505,77.0911,5.1558
2001/09/28,IEX ,2.4606,26.9531,7.9332,34.79,72.7527,4.0947
2001/10/31,IEX ,2.4606,28.4615,7.9332,34.79,72.7527,4.0947
2001/12/31,IEX ,2.4154,28.4615,7.4789,32.8532,67.0314,4.3389
2002/01/31,IEX ,2.4154,24.6324,7.4789,32.8532,67.0314,4.3389
2002/03/29,IEX ,2.2769,24.6324,7.6593,24.4037,43.1904,4.5609
2002/04/30,IEX ,2.2251,18.4194,8.3235,27.1486,49.8626,5.1751
2002/06/28,IEX ,2.0424,19.5808,8.9398,25.8902,47.5642,6.1149
2002/07/31,IEX ,2.2557,17.1598,9.0285,25.3532,45.7986,6.2152
2002/09/30,IEX ,2.1416,21.0698,9.0323,23.1362,40.8182,6.1965
2002/10/31,IEX ,1.985,20.7045,8.9422,19.7817,33.307,6.2265
2002/12/31,IEX ,1.9406,22.2406,9.0606,18.3761,29.8168,6.5919
2003/01/31,IEX ,1.8148,21.74,9.7597,19.4893,32.5293,6.8745
2003/03/31,IEX ,1.8392,23.9651,9.8491,24.8006,44.8059,6.9217
2003/04/30,IEX ,1.7733,21.9569,10.8741,22.7335,39.9885,7.5555
2003/06/30,IEX ,1.7621,24.4467,10.9183,18.9934,31.5745,8.0489
2003/07/31,IEX ,1.8947,22.9261,11.9499,18.2362,29.8529,8.3413
2003/09/30,IEX ,1.8598,20.7581,11.8965,15.9448,25.4992,8.3943
2003/10/31,IEX ,1.991,21.8205,12.1782,13.269,20.3343,8.7405
2003/12/31,IEX ,1.991,19.9563,12.1782,13.269,20.3343,8.7405
2004/01/31,IEX ,2.2669,19.9563,11.7486,12.8633,19.4461,9.0355
2004/03/31,IEX ,2.3536,24.0415,12.7529,12.7698,19.2083,9.2917
2004/04/30,IEX ,1.9423,20.7473,12.8762,14.336,21.7773,9.4828
2004/06/30,IEX ,1.9423,18.203,12.8762,14.336,21.7773,9.4828
2004/07/31,IEX ,2.2659,18.203,12.82,11.9107,17.5444,10.6772
2004/09/30,IEX ,2.2659,19.002,12.82,11.9107,17.5444,10.6772
2004/10/31,IEX ,2.2318,19.002,12.0268,21.6648,36.9642,10.0632
2004/12/31,IEX ,2.2318,19.457,12.0268,21.6648,36.9642,10.0632
2005/01/31,IEX ,1.3798,19.457,12.4294,21.579,36.5865,10.0442
2005/03/31,IEX ,1.3798,21.1371,12.4294,21.579,36.5865,10.0442
2005/04/30,IEX ,1.2806,21.1371,12.7783,18.7892,30.8048,10.2011
2005/06/30,IEX ,1.2806,19.3564,12.7783,18.7892,30.8048,10.2011
2005/07/31,IEX ,1.3694,19.3564,12.7242,17.1063,27.1979,9.5723
2005/09/30,IEX ,3.2025,18.6879,10.8379,22.8555,39.1091,8.4888
2005/10/31,IEX ,2.6801,15.6582,10.926,21.5537,36.5981,8.2658
2005/12/30,IEX ,2.5167,18.5126,11.017,19.5081,32.2304,8.3924
2006/01/31,IEX ,3.12,15.2059,10.895,22.2856,37.6199,7.3484
2006/03/31,IEX ,2.1862,12.644,9.9427,25.7459,48.3935,6.1345
2006/04/30,IEX ,2.5752,12.6545,9.1353,25.7454,47.134,5.2429
2006/06/30,IEX ,2.4197,15.7678,8.2298,23.8638,42.2875,4.3885
2006/07/31,IEX ,2.2169,19.5406,7.498,21.0632,36.1653,4.8448
2006/09/29,IEX ,2.3814,20.901,7.475,19.0691,31.551,5.3361
2006/10/31,IEX ,2.6352,19.9758,8.4911,18.3623,29.8756,6.0502
2006/12/29,IEX ,2.431,16.0038,8.9779,21.27,36.9765,6.4467
2007/01/31,IEX ,2.3534,18.7781,9.3918,20.9519,36.8052,6.6531
2007/03/30,IEX ,1.9588,19.4289,9.0059,22.1647,38.3739,7.0136
2007/04/30,IEX ,2.1417,20.4824,10.188,21.018,35.1792,7.3775
2007/06/29,IEX ,2.3249,20.4698,9.64,30.039,58.0913,6.9412
2007/07/31,IEX ,2.0483,13.2718,10.1949,28.2887,54.3767,7.1746
2007/09/28,IEX ,2.0483,15.2144,10.1949,28.2887,54.3767,7.1746
2007/10/31,IEX ,3.0555,15.2144,9.7772,28.5183,53.4526,7.4306
2007/12/31,IEX ,3.0555,16.7522,9.7772,28.5183,53.4526,7.4306
2008/01/31,IEX ,3.3261,16.7522,10.3916,26.8709,48.3356,7.4123
2008/03/31,IEX ,3.3261,15.0399,10.3916,26.8709,48.3356,7.4123
2008/04/30,IEX ,3.059,15.0399,9.9382,26.5801,48.0823,6.998
2008/06/30,IEX ,3.059,15.7873,9.9382,26.5801,48.0823,6.998
2008/07/31,IEX ,2.8699,15.7873,10.0769,26.642,48.9745,6.9742
2008/09/30,IEX ,3.026,17.2625,2.9275,28.2393,53.6913,1.3388
2008/10/31,IEX ,3.026,19.176,2.9275,28.2393,53.6913,1.3388
2008/12/31,IEX ,3.2505,19.176,3.3593,29.1341,55.5016,1.6402
2009/01/31,IEX ,3.2505,18.7866,3.3593,29.1341,55.5016,1.6402
2009/03/31,IEX ,3.1766,18.7866,3.7461,28.8387,55.1174,1.934
2009/04/30,IEX ,3.0765,21.864,4.3216,27.5296,51.7933,2.3642
2009/06/30,IEX ,3.2532,23.7387,12.0215,26.8002,49.1978,8.9976
2009/07/31,IEX ,3.3868,22.2474,12.8659,26.4327,48.1336,9.2984
2009/09/30,IEX ,2.5545,23.7667,13.1612,27.3108,50.2721,9.5444
2009/10/31,IEX ,2.7022,20.6652,13.4984,28.0141,51.8561,9.8579
2009/12/31,IEX ,2.6113,21.7915,12.4236,29.5972,57.8119,9.6489
2010/01/31,IEX ,3.0035,21.6676,12.5163,31.6544,62.5926,9.304
2010/03/31,IEX ,3.0345,22.3569,12.4621,30.146,60.1623,9.1138
2010/04/30,IEX ,2.7959,20.2165,13.0214,29.7263,59.7267,9.5243
2010/06/30,IEX ,2.7865,21.3628,12.9216,29.9701,58.2553,9.9076
2010/07/31,IEX ,3.341,23.0455,12.7649,34.8651,73.3845,9.4813
2010/09/30,IEX ,3.2558,22.1288,13.1122,33.9478,70.5149,9.6847
2010/10/31,IEX ,2.8077,24.7313,12.5856,33.7405,70.8009,9.1809
2010/12/31,IEX ,2.8077,23.6578,12.5856,33.7405,70.8009,9.1809
2011/01/31,IEX ,2.6612,23.6578,12.0148,32.1806,65.7611,9.097
2011/03/31,IEX ,2.958,23.4463,12.1656,30.0465,57.9177,8.8447
2011/04/30,IEX ,2.7442,27.8552,12.585,27.5682,51.4672,9.0617
2011/06/30,IEX ,2.7442,29.1223,12.585,27.5682,51.4672,9.0617
2011/07/31,IEX ,2.8365,29.1223,12.7739,26.3792,48.3453,9.1443
2011/09/30,IEX ,2.8365,30.2935,12.7739,26.3792,48.3453,9.1443
2011/10/31,IEX ,2.7815,30.2935,13.2915,25.2688,45.5355,10.2907
2011/12/30,IEX ,2.7815,30.8704,13.2915,25.2688,45.5355,10.2907
2012/01/31,IEX ,3.3808,30.8704,14.3321,24.6902,42.6681,10.8378
2012/03/30,IEX ,3.3808,27.6113,14.3321,24.6902,42.6681,10.8378
2012/04/30,IEX ,3.2094,27.6113,15.1922,24.6639,43.1921,11.4377
2012/06/29,IEX ,3.2094,28.5685,15.1922,24.6639,43.1921,11.4377
2012/07/31,IEX ,3.2071,28.5685,15.6377,23.877,41.1915,11.8204
2012/09/28,IEX ,2.996,23.1795,14.9486,24.4345,42.5549,11.9466
2012/10/31,IEX ,2.996,27.1119,14.9486,24.4345,42.5549,11.9466
2012/12/31,IEX ,3.3286,27.1119,15.4482,25.8219,44.6205,11.9906
2013/01/31,IEX ,3.3286,30.2314,15.4482,25.8219,44.6205,11.9906
2013/03/29,IEX ,3.3635,30.2314,15.6166,25.1798,43.3987,12.0153
2013/04/30,IEX ,3.2121,28.2102,15.3283,24.6735,42.3636,11.7437
2013/06/28,IEX ,3.5248,29.5019,14.5835,24.5002,41.2868,11.6777
2013/07/31,IEX ,3.5135,24.1098,14.3354,27.7979,49.1642,11.1339
2013/09/30,IEX ,3.4817,29.7021,12.8675,28.372,51.1164,9.7204
2013/10/31,IEX ,3.7119,35.1412,12.4227,27.3018,48.139,9.4102
2013/12/31,IEX ,4.1529,38.2436,11.5752,26.1737,45.4829,9.1824
2014/01/31,IEX ,4.3737,38.7723,11.9498,25.852,44.1831,9.244
2014/03/31,IEX ,3.3167,37.7757,12.5226,27.1417,48.5691,9.4796
2014/04/30,IEX ,3.3753,34.1714,12.5066,26.8744,47.8541,9.5081
2014/06/30,IEX ,3.4958,37.9199,12.0949,26.4642,46.4236,9.632
2014/07/31,IEX ,3.5902,29.4541,12.9546,26.1216,45.0516,10.0785
2014/09/30,IEX ,3.0193,26.603,13.3483,26.5368,46.7611,10.5766
2014/10/31,IEX ,3.228,25.856,14.0627,26.5523,46.3534,11.8126
2014/12/31,IEX ,3.228,28.5695,14.0627,26.5523,46.3534,11.8126
2015/01/31,IEX ,2.5741,28.5695,12.7337,28.7904,52.2075,11.255
2015/03/31,IEX ,3.0992,28.7785,13.241,25.9933,45.5396,11.0099
2000/04/30,IFF ,1.7914,17.4494,18.4675,14.8381,27.9791,12.8883
2000/06/30,IFF ,1.7914,11.6987,18.4675,14.8381,27.9791,12.8883
2000/07/31,IFF ,1.5527,11.6987,17.1367,19.5,41.2878,11.2845
2000/09/29,IFF ,1.5527,14.8266,17.1367,19.5,41.2878,11.2845
2000/10/31,IFF ,0.8642,14.8266,10.9139,51.0394,201.2466,6.3233
2000/12/29,IFF ,0.8642,19.0172,10.9139,51.0394,201.2466,6.3233
2001/01/31,IFF ,1.2379,19.0172,10.3436,53.2802,240.6596,5.2865
2001/03/30,IFF ,1.2379,24.6373,10.3436,53.2802,240.6596,5.2865
2001/04/30,IFF ,1.2574,24.6373,10.3652,52.8876,234.22,4.4346
2001/06/29,IFF ,1.2574,25.6389,10.3652,52.8876,234.22,4.4346
2001/07/31,IFF ,1.5056,25.6389,11.18,52.6719,231.335,4.7156
2001/09/28,IFF ,1.6,24.7583,9.4419,51.4693,222.7043,4.877
2001/10/31,IFF ,1.6,24.4545,9.4419,51.4693,222.7043,4.877
2001/12/31,IFF ,1.5961,24.4545,9.856,51.502,214.5097,5.9263
2002/01/31,IFF ,1.5961,20.8269,9.856,51.502,214.5097,5.9263
2002/03/29,IFF ,1.8817,20.8269,10.2754,49.9513,197.0161,6.4257
2002/04/30,IFF ,2.4227,18.4104,10.9798,48.3667,187.0757,7.2222
2002/06/28,IFF ,2.411,19.0761,12.2302,47.3306,183.8852,7.8184
2002/07/31,IFF ,1.5359,17.8678,12.1702,47.4782,184.8403,7.3294
2002/09/30,IFF ,1.6147,17.1667,12.4646,43.4392,154.3487,7.4678
2002/10/31,IFF ,1.6289,17.5957,12.8674,41.8718,143.971,7.6661
2002/12/31,IFF ,1.7159,17.9077,13.8208,38.3431,119.1083,7.6041
2003/01/31,IFF ,1.8058,16.1364,13.824,37.4071,111.7414,8.502
2003/03/31,IFF ,1.8841,17,14.2921,35.7397,103.3772,8.6638
2003/04/30,IFF ,2.1511,18.1905,15.0522,31.5881,86.4809,8.3926
2003/06/30,IFF ,2.4063,20.5962,15.2917,28.9818,75.2263,8.3967
2003/07/31,IFF ,2.3585,19.3627,14.2614,30.7421,80.8432,7.9946
2003/09/30,IFF ,1.0452,17.6683,13.8249,31.872,84.9023,8.0127
2003/10/31,IFF ,1.0407,17.0526,15.0085,28.5275,74.1998,9.1076
2003/12/31,IFF ,1.0407,17.0918,15.0085,28.5275,74.1998,9.1076
2004/01/31,IFF ,0.9905,17.0918,13.3337,36.035,103.8593,7.5697
2004/03/31,IFF ,0.9807,17.16,13.6803,36.1762,105.1243,7.8307
2004/04/30,IFF ,1.4132,17.0242,14.5368,29.5496,76.6098,8.2448
2004/06/30,IFF ,1.4132,17.2664,14.5368,29.5496,76.6098,8.2448
2004/07/31,IFF ,1.5436,17.2664,13.5239,31.3042,84.2718,7.7547
2004/09/30,IFF ,1.5436,20.0653,13.5239,31.3042,84.2718,7.7547
2004/10/31,IFF ,2.4169,20.0653,13.6858,32.5684,89.1923,8.8527
2004/12/31,IFF ,2.4169,18.5176,13.6858,32.5684,89.1923,8.8527
2005/01/31,IFF ,3.2561,18.5176,14.5985,32.532,86.4693,9.2637
2005/03/31,IFF ,3.2561,18.96,14.5985,32.532,86.4693,9.2637
2005/04/30,IFF ,3.2798,18.96,15.8362,31.5964,80.908,10.1084
2005/06/30,IFF ,3.2798,19.1522,15.8362,31.5964,80.908,10.1084
2005/07/31,IFF ,2.7011,19.1522,16.0551,46.852,216.7347,9.6914
2005/09/30,IFF ,2.1273,17.1893,16.5089,44.4791,196.4755,9.4954
2005/10/31,IFF ,2.2783,15.4021,16.5929,44.6653,209.9304,9.1781
2005/12/30,IFF ,2.3562,13.8511,15.8431,43.1551,189.1873,8.5373
2006/01/31,IFF ,2.9463,13.7972,15.6024,42.8733,164.3641,8.5843
2006/03/31,IFF ,2.5742,9.7443,16.8271,45.6616,219.0944,8.3864
2006/04/30,IFF ,3.0347,10.5034,15.3819,46.3946,188.2561,8.2409
2006/06/30,IFF ,2.9069,12.1007,13.9426,43.7494,168.8327,7.219
2006/07/31,IFF ,3.3368,13.6794,13.595,41.48,151.7603,7.0796
2006/09/29,IFF ,2.3285,15.3554,13.8559,38.2463,131.0423,7.2488
2006/10/31,IFF ,2.4634,16.2447,14.3435,37.8929,124.2372,8.0077
2006/12/29,IFF ,2.4702,13.4648,14.9768,36.0609,115.9555,8.4031
2007/01/31,IFF ,2.0636,14.6712,16.0873,33.1176,99.7601,9.0335
2007/03/30,IFF ,2.005,16.4878,17.3027,32.0829,91.8669,9.554
2007/04/30,IFF ,2.1888,17.5657,17.5814,32.9908,88.1436,10.0915
2007/06/29,IFF ,2.2894,17.5354,17.7489,32.6962,82.7531,10.2118
2007/07/31,IFF ,2.4049,15.2687,17.9738,30.8689,76.0742,10.2461
2007/09/28,IFF ,2.4049,14.0092,17.9738,30.8689,76.0742,10.2461
2007/10/31,IFF ,2.3332,14.0092,16.6055,30.1774,80.8136,9.1423
2007/12/31,IFF ,2.3332,15.7772,16.6055,30.1774,80.8136,9.1423
2008/01/31,IFF ,2.583,15.7772,15.4351,28.8892,72.4818,8.8551
2008/03/31,IFF ,2.583,14.3172,15.4351,28.8892,72.4818,8.8551
2008/04/30,IFF ,2.6886,14.3172,15.3052,28.5882,70.5156,9.1578
2008/06/30,IFF ,2.6886,15.2106,15.3052,28.5882,70.5156,9.1578
2008/07/31,IFF ,2.1273,15.2106,11.9148,29.5329,72.2476,6.998
2008/09/30,IFF ,2.4968,16.6501,14.2142,31.7657,82.3257,8.1823
2008/10/31,IFF ,2.4968,18.339,14.2142,31.7657,82.3257,8.1823
2008/12/31,IFF ,2.8407,18.339,14.2507,31.7442,77.5059,8.4898
2009/01/31,IFF ,2.8407,17.7346,14.2507,31.7442,77.5059,8.4898
2009/03/31,IFF ,2.8825,17.7346,14.2749,31.2178,75.1563,8.762
2009/04/30,IFF ,3.2063,18.8099,17.9629,28.0826,64.8551,11.2832
2009/06/30,IFF ,2.9497,19.2519,17.0912,27.9979,63.5843,10.7494
2009/07/31,IFF ,3.2399,20.7925,17.4751,28.1188,61.4046,11.3327
2009/09/30,IFF ,3.5081,21.5433,17.3519,27.5155,58.4086,11.2533
2009/10/31,IFF ,3.3135,19.4205,17.7065,27.1293,57.3815,11.3479
2009/12/31,IFF ,3.2961,19.9465,19.2755,26.9649,61.8854,12.1453
2010/01/31,IFF ,3.6016,22.5407,19.4346,26.9034,60.0185,12.7727
2010/03/31,IFF ,3.2898,21.0515,18.6112,27.315,61.3515,12.2249
2010/04/30,IFF ,2.3843,19.6273,17.8615,30.4485,74.6201,11.646
2010/06/30,IFF ,1.9818,22.8238,17.4458,28.8417,66.9423,11.6512
